0,-1.3333333333333712
1,-2.0
2,-2.3333333333333712
3,-2.0
4,-1.3333333333333712
5,-1.0
6,-1.0
7,-1.3333333333333712
8,-1.3333333333333712
9,-1.6666666666667425
10,-1.3333333333333712
11,-1.6666666666667425
12,-1.6666666666667425
13,-2.6666666666667425
14,-2.6666666666667425
15,-2.3333333333333712
16,-1.6666666666667425
17,-1.0
18,-1.0
19,-0.33333333333337123
20,0.0
21,0.33333333333325754
22,-0.33333333333337123
23,-0.33333333333337123
24,-0.6666666666667425
25,-0.6666666666667425
26,-0.6666666666667425
27,-0.6666666666667425
28,0.0
29,-0.33333333333337123
30,0.33333333333325754
31,0.33333333333325754
32,-0.33333333333337123
33,-1.3333333333333712
34,-1.0
35,-0.33333333333337123
36,-0.6666666666667425
37,-1.6666666666667425
38,-2.3333333333333712
39,-1.6666666666667425
40,-0.6666666666667425
41,0.33333333333325754
42,1.0
43,1.0
44,1.0
45,1.3333333333332575
46,2.0
47,2.3333333333332575
48,2.0
49,0.33333333333325754
50,-0.33333333333337123
51,-0.6666666666667425
52,0.6666666666666288
53,1.3333333333332575
54,1.0
55,1.0
56,0.33333333333325754
57,0.6666666666666288
58,0.6666666666666288
59,1.6666666666666288
60,1.3333333333332575
61,0.0
62,-1.3333333333333712
63,-1.3333333333333712
64,0.0
65,1.0
66,0.6666666666666288
67,-0.6666666666667425
68,-2.0
69,-2.0
70,-1.0
71,0.6666666666666288
72,0.6666666666666288
73,-0.33333333333337123
74,-1.0
75,0.0
76,1.3333333333332575
77,1.3333333333332575
78,0.6666666666666288
79,-0.33333333333337123
80,-0.6666666666667425
81,-0.6666666666667425
82,0.0
83,0.33333333333325754
84,0.0
85,-1.0
86,-1.0
87,-0.33333333333337123
88,0.6666666666666288
89,0.33333333333325754
90,-0.33333333333337123
91,-1.0
92,-1.3333333333333712
93,-1.3333333333333712
94,-0.33333333333337123
95,0.0
96,0.33333333333325754
97,-1.0
98,-0.6666666666667425
99,-0.6666666666667425
100,0.33333333333325754
101,0.0
102,-0.33333333333337123
103,-1.3333333333333712
104,-1.6666666666667425
105,-1.3333333333333712
106,0.33333333333325754
107,1.3333333333332575
108,1.6666666666666288
109,0.6666666666666288
110,0.0
111,0.6666666666666288
112,1.3333333333332575
113,0.6666666666666288
114,-0.6666666666667425
115,-2.0
116,-2.0
117,-2.3333333333333712
118,-1.0
119,1.3333333333332575
120,1.6666666666666288
121,0.6666666666666288
122,-1.3333333333333712
123,-1.0
124,0.0
125,1.6666666666666288
126,1.0
127,-0.33333333333337123
128,-2.3333333333333712
129,-1.6666666666667425
130,-0.33333333333337123
131,0.33333333333325754
132,-0.33333333333337123
133,-1.6666666666667425
134,-2.0
135,-1.6666666666667425
136,-0.33333333333337123
137,0.0
138,0.6666666666666288
139,0.0
140,-0.33333333333337123
141,-0.33333333333337123
142,0.33333333333325754
143,1.0
144,0.6666666666666288
145,-1.0
146,-1.6666666666667425
147,-1.6666666666667425
148,-0.6666666666667425
149,-0.6666666666667425
150,-1.0
151,-1.0
152,-1.3333333333333712
153,-1.3333333333333712
154,-1.3333333333333712
155,-1.0
156,-0.6666666666667425
157,-1.0
158,-1.3333333333333712
159,-1.6666666666667425
160,-1.0
161,0.0
162,0.0
163,-0.6666666666667425
164,-1.6666666666667425
165,-1.6666666666667425
166,-1.0
167,-0.33333333333337123
168,-0.33333333333337123
169,-1.3333333333333712
170,-1.0
171,-0.6666666666667425
172,0.6666666666666288
173,0.6666666666666288
174,1.6666666666666288
175,1.0
176,0.33333333333325754
177,-1.0
178,-1.0
179,-1.3333333333333712
180,-1.0
181,-1.6666666666667425
182,-1.6666666666667425
183,-1.0
184,0.33333333333325754
185,1.0
186,0.0
187,-1.3333333333333712
188,-2.0
189,-1.3333333333333712
190,-1.0
191,0.6666666666666288
192,0.33333333333325754
193,-0.33333333333337123
194,-1.3333333333333712
195,-2.3333333333333712
196,-1.6666666666667425
197,-1.6666666666667425
198,-0.33333333333337123
199,0.0
200,0.0
201,-0.6666666666667425
202,0.0
203,0.33333333333325754
204,1.3333333333332575
205,1.0
206,0.33333333333325754
207,0.6666666666666288
208,0.6666666666666288
209,1.0
210,0.33333333333325754
211,0.0
212,-0.33333333333337123
213,0.0
214,1.0
215,1.3333333333332575
216,1.0
217,0.0
218,-1.0
219,-0.6666666666667425
220,0.0
221,1.6666666666666288
222,2.0
223,1.3333333333332575
224,-0.33333333333337123
225,-0.6666666666667425
226,0.0
227,1.0
228,0.33333333333325754
229,0.0
230,-1.0
231,-1.0
232,-2.0
233,-2.6666666666667425
234,-2.6666666666667425
235,-2.3333333333333712
236,-1.3333333333333712
237,-1.3333333333333712
238,-1.3333333333333712
239,-1.3333333333333712
240,-1.6666666666667425
241,-1.6666666666667425
242,-1.3333333333333712
243,-1.0
244,-1.3333333333333712
245,-1.3333333333333712
246,-1.6666666666667425
247,-1.3333333333333712
248,-2.3333333333333712
249,-2.3333333333333712
250,-2.3333333333333712
251,-1.3333333333333712
252,-1.0
253,-1.3333333333333712
